Radio 2  Saturday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Radio 2  Saturday
22:15  -  22:29,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:45  -  22:59,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:15  -  19:29,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
23:30  -  23:44,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:15  -  21:29,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:30  -  21:44,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:45  -  21:59,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
23:15  -  23:29,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
21:00  -  21:14,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:30  -  19:44,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:30  -  22:44,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
22:00  -  22:14,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
23:45  -  23:59,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
19:00  -  19:14,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
0:00  -  0:14,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135042733,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14,22:15  -  22:29,22:30  -  22:44,22:45  -  22:59,23:00  -  23:14,23:15  -  23:29,23:30  -  23:44,23:45  -  23:59,0:00  -  0:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,135086138,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44,"6:00  -  6:14,12:00  -  12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,135086138,Western,Kalabo,Rural,Male,1,,D,Secondary,Christian,Employed for cash,D,Under K 849,,35 – 44,"6:00  -  6:14,12:00  -  12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,135116023,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:30  -  6:44,135116023,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:00  -  6:14,135116023,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:45  -  6:59,135116023,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:15  -  7:29,135116023,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:15  -  6:29,135116023,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:30  -  18:44,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:15  -  20:29,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:45  -  20:59,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:15  -  10:29,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:00  -  10:14,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:15  -  18:29,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:30  -  20:44,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
18:00  -  18:14,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
11:00  -  11:14,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:45  -  10:59,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:30  -  10:44,135116024,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,19 – 24,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:00  -  8:14,135116026,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:15  -  7:29,135116026,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:15  -  8:29,135116026,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:45  -  7:59,135116026,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
8:30  -  8:44,135116026,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:30  -  7:44,135116026,Western,Senanga,Rural,Female,1,,D,Secondary,Christian,Not employed,D,Under K 849,,15 – 18,"7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,135118956,Western,Senanga,Rural,Female,1,,D,Primary,Christian,Employed for cash,D,Under K 849,,25 – 34,"12:00  -  12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
20:00  -  20:14,135145177,Western,Senanga,Rural,Male,2,,D,Secondary,Christian,Not employed,D,Under K 849,,35 – 44,"20:00  -  20:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
5:00  -  5:14,134846716,Northern,Kasama,Urban,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,10:15  -  10:29,12:00  -  12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
12:00  -  12:14,134846716,Northern,Kasama,Urban,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,10:15  -  10:29,12:00  -  12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
10:15  -  10:29,134846716,Northern,Kasama,Urban,Female,2,,D,Primary,Christian,Not employed,D,Under K 849,,45+,"5:00  -  5:14,10:15  -  10:29,12:00  -  12:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
7:00  -  7:14,134901411,Northern,Kasama,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6:30  -  6:44,134901411,Northern,Kasama,Rural,Female,1,,D,Primary,Christian,Not employed,D,Under K 849,,19 – 24,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
