,Emmanuel TV  Monday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Emmanuel TV  Monday
57,13:15  -  13:29,60555767,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Orthodox,Working Part-Time,D,K 850-K 1674,No,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
58,15:15  -  15:29,60555767,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Orthodox,Working Part-Time,D,K 850-K 1674,No,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59,14:00  -  14:14,14:15  -  14:29,14:30  -  14:44,14:45  -  14:59,15:00  -  15:14,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44"
59,12:00  -  12:14,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
60,18:15  -  18:29,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
61,12:30  -  12:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
62,7:30  -  7:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
63,11:30  -  11:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
64,16:45  -  16:59,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
65,7:00  -  7:14,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
66,12:45  -  12:59,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
67,17:30  -  17:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
68,8:00  -  8:14,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
69,7:45  -  7:59,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
70,11:45  -  11:59,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
71,17:45  -  17:59,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
72,18:00  -  18:14,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
73,9:00  -  9:14,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
74,18:30  -  18:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
75,12:15  -  12:29,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
76,7:15  -  7:29,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
77,16:30  -  16:44,60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34,"7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,9:00  -  9:14,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,16:30  -  16:44,16:45  -  16:59,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44"
78,20:30  -  20:44,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
79,19:00  -  19:14,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
80,19:15  -  19:29,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
81,19:30  -  19:44,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
82,20:00  -  20:14,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
83,20:45  -  20:59,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
84,19:45  -  19:59,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
85,20:15  -  20:29,60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59"
86,8:00  -  8:14,60668565,Muchinga,Nakonde,Urban,Female,0,None,C1,Completed high School,Roman Catholic,Housewife,Do not know,Under K 849,Yes,25 – 34,"7:45  -  7:59,8:00  -  8:14"
87,7:45  -  7:59,60668565,Muchinga,Nakonde,Urban,Female,0,None,C1,Completed high School,Roman Catholic,Housewife,Do not know,Under K 849,Yes,25 – 34,"7:45  -  7:59,8:00  -  8:14"
88,6:00  -  6:14,82006683,Eastern,Chipata,Rural,Male,1,None,C1,Some high school,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,18:00  -  18:14"
89,18:00  -  18:14,82006683,Eastern,Chipata,Rural,Male,1,None,C1,Some high school,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,35 – 44,"6:00  -  6:14,18:00  -  18:14"
90,9:30  -  9:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
91,12:00  -  12:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
92,10:15  -  10:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
93,12:30  -  12:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
94,10:30  -  10:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
95,9:45  -  9:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
96,11:15  -  11:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
97,11:30  -  11:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
98,10:00  -  10:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
99,11:00  -  11:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
100,8:00  -  8:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
101,11:45  -  11:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
102,8:45  -  8:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
103,8:30  -  8:44,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
104,9:15  -  9:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
105,10:45  -  10:59,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
106,9:00  -  9:14,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
107,8:15  -  8:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
108,12:15  -  12:29,82089608,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C1,"K 2,500   -  K 3,154",Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14,12:15  -  12:29,12:30  -  12:44"
109,9:45  -  9:59,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
110,9:15  -  9:29,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
111,9:30  -  9:44,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
112,7:30  -  7:44,82111077,North-Western,Solwezi,Urban,Female,1,None,C1,Primary school completed,Other Christian,A housewife/househusband,C1,"K 7,893 -  K 11,261",Yes,35 – 44,"7:30  -  7:44,7:45  -  7:59,8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14"
