,BBC World News  Yesterday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,BBC World News  Yesterday
66,18:30  -  18:44,60757629,North-Western,Solwezi,Urban,Male,1,None,AB,University completed,Other Christian,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
67,17:45  -  17:59,60757629,North-Western,Solwezi,Urban,Male,1,None,AB,University completed,Other Christian,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
68,17:30  -  17:44,60757629,North-Western,Solwezi,Urban,Male,1,None,AB,University completed,Other Christian,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,25 – 34,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
69,8:00  -  8:14,60762553,Lusaka,Lusaka district,Urban,Male,0,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
70,7:00  -  7:14,60762553,Lusaka,Lusaka district,Urban,Male,0,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
71,6:15  -  6:29,60762553,Lusaka,Lusaka district,Urban,Male,0,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
72,6:30  -  6:44,60762553,Lusaka,Lusaka district,Urban,Male,0,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
73,7:15  -  7:29,60762553,Lusaka,Lusaka district,Urban,Male,0,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
74,7:30  -  7:44,60762553,Lusaka,Lusaka district,Urban,Male,0,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
75,6:00  -  6:14,60762553,Lusaka,Lusaka district,Urban,Male,0,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
76,6:45  -  6:59,60762553,Lusaka,Lusaka district,Urban,Male,0,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
77,7:45  -  7:59,60762553,Lusaka,Lusaka district,Urban,Male,0,One,AB,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59,8:00  -  8:14"
78,17:15  -  17:29,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29"
79,17:00  -  17:14,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29"
80,18:15  -  18:29,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29"
81,18:00  -  18:14,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29"
82,17:45  -  17:59,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29"
83,17:30  -  17:44,60848522,Copperbelt,Chingola,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,Do not know,Do not know,Yes,35 – 44,"17:00  -  17:14,17:15  -  17:29,17:30  -  17:44,17:45  -  17:59,18:00  -  18:14,18:15  -  18:29"
84,8:15  -  8:29,60848822,Copperbelt,Kitwe,Urban,Male,3,None,AB,Some university,Other Christian,Working Full-Time,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
85,8:00  -  8:14,60848822,Copperbelt,Kitwe,Urban,Male,3,None,AB,Some university,Other Christian,Working Full-Time,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
86,8:30  -  8:44,60848822,Copperbelt,Kitwe,Urban,Male,3,None,AB,Some university,Other Christian,Working Full-Time,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
87,9:00  -  9:14,60848822,Copperbelt,Kitwe,Urban,Male,3,None,AB,Some university,Other Christian,Working Full-Time,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
88,8:45  -  8:59,60848822,Copperbelt,Kitwe,Urban,Male,3,None,AB,Some university,Other Christian,Working Full-Time,C2,Under K 849,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14"
89,18:15  -  18:29,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
90,18:45  -  18:59,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
91,18:30  -  18:44,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
92,18:00  -  18:14,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59"
93,10:45  -  10:59,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
94,10:00  -  10:14,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
95,10:30  -  10:44,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
96,10:15  -  10:29,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59"
97,17:00  -  17:14,82205274,Copperbelt,Kitwe,Urban,Male,3,One,AB,University completed,Other Christian,Working Full-Time,AB,"K 14,632 -  K 17,499",Yes,35 – 44,17:00  -  17:14
98,11:00  -  11:14,82291610,Copperbelt,Ndola,Urban,Male,1,Two or More,AB,Some university,Other Christian,Self employed,AB,"K 21,371   -  K 26,319",Yes,35 – 44,11:00  -  11:14
99,6:45  -  6:59,82449714,Copperbelt,Ndola,Urban,Male,3,Two or More,AB,Some university,Muslim,Self employed,AB,"K 14,632 -  K 17,499",Yes,35 – 44,6:45  -  6:59
100,11:00  -  11:14,82624379,Copperbelt,Ndola,Urban,Male,3,Two or More,AB,Some university,Other Christian,Self employed,AB,"K 26,320   -  K 29,689",Yes,35 – 44,"10:00  -  10:14,11:00  -  11:14,11:30  -  11:44"
101,10:00  -  10:14,82624379,Copperbelt,Ndola,Urban,Male,3,Two or More,AB,Some university,Other Christian,Self employed,AB,"K 26,320   -  K 29,689",Yes,35 – 44,"10:00  -  10:14,11:00  -  11:14,11:30  -  11:44"
102,11:30  -  11:44,82624379,Copperbelt,Ndola,Urban,Male,3,Two or More,AB,Some university,Other Christian,Self employed,AB,"K 26,320   -  K 29,689",Yes,35 – 44,"10:00  -  10:14,11:00  -  11:14,11:30  -  11:44"
103,6:00  -  6:14,60528191,Eastern,Petauke,Urban,Male,1,None,C1,Some high school,Seventh Day Adventists,Student,Do not know,No Income,No,19 – 24,"5:45  -  5:59,6:00  -  6:14,8:30  -  8:44,8:45  -  8:59"
104,5:45  -  5:59,60528191,Eastern,Petauke,Urban,Male,1,None,C1,Some high school,Seventh Day Adventists,Student,Do not know,No Income,No,19 – 24,"5:45  -  5:59,6:00  -  6:14,8:30  -  8:44,8:45  -  8:59"
105,8:30  -  8:44,60528191,Eastern,Petauke,Urban,Male,1,None,C1,Some high school,Seventh Day Adventists,Student,Do not know,No Income,No,19 – 24,"5:45  -  5:59,6:00  -  6:14,8:30  -  8:44,8:45  -  8:59"
106,8:45  -  8:59,60528191,Eastern,Petauke,Urban,Male,1,None,C1,Some high school,Seventh Day Adventists,Student,Do not know,No Income,No,19 – 24,"5:45  -  5:59,6:00  -  6:14,8:30  -  8:44,8:45  -  8:59"
107,19:00  -  19:14,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
108,18:45  -  18:59,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
109,19:45  -  19:59,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
110,18:15  -  18:29,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
111,18:00  -  18:14,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
112,19:15  -  19:29,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
113,18:30  -  18:44,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
114,20:00  -  20:14,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
115,19:30  -  19:44,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
116,8:15  -  8:29,60543326,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,No Income,No,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
117,8:00  -  8:14,60543326,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,No Income,No,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
118,8:30  -  8:44,60543326,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,No Income,No,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
119,8:45  -  8:59,60543326,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,No Income,No,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59"
120,5:30  -  5:44,60543328,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
121,5:45  -  5:59,60543328,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
122,5:15  -  5:29,60543328,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
123,5:00  -  5:14,60543328,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59"
124,6:15  -  6:29,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
125,7:15  -  7:29,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
126,10:45  -  10:59,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
127,20:15  -  20:29,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
128,20:30  -  20:44,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
129,15:30  -  15:44,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
130,6:30  -  6:44,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
131,6:00  -  6:14,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
132,6:45  -  6:59,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
133,15:45  -  15:59,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
134,10:15  -  10:29,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
135,15:15  -  15:29,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
136,21:00  -  21:14,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
137,20:45  -  20:59,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
138,7:00  -  7:14,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
139,10:30  -  10:44,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
140,21:15  -  21:29,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
141,7:30  -  7:44,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,15:15  -  15:29,15:30  -  15:44,15:45  -  15:59,16:00  -  16:14,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29"
