,Al Jazeera  Monday analysis,SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range,Al Jazeera  Monday
62,7:15  -  7:29,60600483,Eastern,Chipata,Urban,Male,1,One,AB,University completed,Other Christian,Working Full-Time,C1,"K 11,262  -  K 14,631",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
63,7:30  -  7:44,60600483,Eastern,Chipata,Urban,Male,1,One,AB,University completed,Other Christian,Working Full-Time,C1,"K 11,262  -  K 14,631",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
64,6:00  -  6:14,60600483,Eastern,Chipata,Urban,Male,1,One,AB,University completed,Other Christian,Working Full-Time,C1,"K 11,262  -  K 14,631",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
65,6:45  -  6:59,60600483,Eastern,Chipata,Urban,Male,1,One,AB,University completed,Other Christian,Working Full-Time,C1,"K 11,262  -  K 14,631",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
66,7:45  -  7:59,60600483,Eastern,Chipata,Urban,Male,1,One,AB,University completed,Other Christian,Working Full-Time,C1,"K 11,262  -  K 14,631",Yes,25 – 34,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14,7:15  -  7:29,7:30  -  7:44,7:45  -  7:59"
67,8:15  -  8:29,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
68,8:00  -  8:14,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
69,8:30  -  8:44,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
70,9:30  -  9:44,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
71,10:30  -  10:44,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
72,9:45  -  9:59,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
73,11:00  -  11:14,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
74,10:45  -  10:59,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
75,9:15  -  9:29,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
76,10:00  -  10:14,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
77,9:00  -  9:14,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
78,8:45  -  8:59,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
79,10:15  -  10:29,60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34,"8:00  -  8:14,8:15  -  8:29,8:30  -  8:44,8:45  -  8:59,9:00  -  9:14,9:15  -  9:29,9:30  -  9:44,9:45  -  9:59,10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14"
80,13:00  -  13:14,60608434,Copperbelt,Kitwe,Urban,Male,1,None,AB,University completed,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
81,13:45  -  13:59,60608434,Copperbelt,Kitwe,Urban,Male,1,None,AB,University completed,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
82,13:15  -  13:29,60608434,Copperbelt,Kitwe,Urban,Male,1,None,AB,University completed,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
83,13:30  -  13:44,60608434,Copperbelt,Kitwe,Urban,Male,1,None,AB,University completed,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34,"13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
84,19:00  -  19:14,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
85,18:45  -  18:59,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
86,19:45  -  19:59,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
87,18:15  -  18:29,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
88,18:00  -  18:14,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
89,19:15  -  19:29,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
90,18:30  -  18:44,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
91,19:30  -  19:44,82020882,Southern,Livingstone,Urban,Male,0,Two or More,AB,University completed,Other Christian,Working Full-Time,AB,"K 7,893 -  K 11,261",Yes,35 – 44,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59"
92,11:15  -  11:29,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
93,10:30  -  10:44,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
94,11:30  -  11:44,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
95,11:45  -  11:59,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
96,11:00  -  11:14,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
97,10:45  -  10:59,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
98,12:00  -  12:14,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
99,10:00  -  10:14,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
100,10:15  -  10:29,82033089,Eastern,Chipata,Rural,Female,2,One,AB,Some primary school,Other Christian,A housewife/househusband,AB,Do not know,Yes,35 – 44,"10:00  -  10:14,10:15  -  10:29,10:30  -  10:44,10:45  -  10:59,11:00  -  11:14,11:15  -  11:29,11:30  -  11:44,11:45  -  11:59,12:00  -  12:14"
101,7:00  -  7:14,82205274,Copperbelt,Kitwe,Urban,Male,3,One,AB,University completed,Other Christian,Working Full-Time,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
102,6:15  -  6:29,82205274,Copperbelt,Kitwe,Urban,Male,3,One,AB,University completed,Other Christian,Working Full-Time,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
103,6:30  -  6:44,82205274,Copperbelt,Kitwe,Urban,Male,3,One,AB,University completed,Other Christian,Working Full-Time,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
104,6:00  -  6:14,82205274,Copperbelt,Kitwe,Urban,Male,3,One,AB,University completed,Other Christian,Working Full-Time,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
105,6:45  -  6:59,82205274,Copperbelt,Kitwe,Urban,Male,3,One,AB,University completed,Other Christian,Working Full-Time,AB,"K 14,632 -  K 17,499",Yes,35 – 44,"6:00  -  6:14,6:15  -  6:29,6:30  -  6:44,6:45  -  6:59,7:00  -  7:14"
106,6:45  -  6:59,82449714,Copperbelt,Ndola,Urban,Male,3,Two or More,AB,Some university,Muslim,Self employed,AB,"K 14,632 -  K 17,499",Yes,35 – 44,6:45  -  6:59
107,1312,60515348,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some university,Seventh Day Adventists,Student,C2,Under K 849,Yes,19 – 24,1312
108,12:45  -  12:59,60526753,Copperbelt,Kitwe,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C1,"K 5,365  -  K 6,102",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
109,13:45  -  13:59,60526753,Copperbelt,Kitwe,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C1,"K 5,365  -  K 6,102",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
110,12:30  -  12:44,60526753,Copperbelt,Kitwe,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C1,"K 5,365  -  K 6,102",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
111,13:00  -  13:14,60526753,Copperbelt,Kitwe,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C1,"K 5,365  -  K 6,102",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
112,13:15  -  13:29,60526753,Copperbelt,Kitwe,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C1,"K 5,365  -  K 6,102",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
113,13:30  -  13:44,60526753,Copperbelt,Kitwe,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C1,"K 5,365  -  K 6,102",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
114,12:00  -  12:14,60526753,Copperbelt,Kitwe,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C1,"K 5,365  -  K 6,102",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
115,12:15  -  12:29,60526753,Copperbelt,Kitwe,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],C1,"K 5,365  -  K 6,102",Yes,25 – 34,"12:00  -  12:14,12:15  -  12:29,12:30  -  12:44,12:45  -  12:59,13:00  -  13:14,13:15  -  13:29,13:30  -  13:44,13:45  -  13:59"
116,5:30  -  5:44,60528192,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,45+,"4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14"
117,4:30  -  4:44,60528192,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,45+,"4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14"
118,5:45  -  5:59,60528192,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,45+,"4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14"
119,5:15  -  5:29,60528192,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,45+,"4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14"
120,5:00  -  5:14,60528192,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,45+,"4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14"
121,6:00  -  6:14,60528192,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,45+,"4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14"
122,4:45  -  4:59,60528192,Eastern,Petauke,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,C2,"K 3,155   -  K 3,890",Yes,45+,"4:30  -  4:44,4:45  -  4:59,5:00  -  5:14,5:15  -  5:29,5:30  -  5:44,5:45  -  5:59,6:00  -  6:14"
123,19:00  -  19:14,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
124,18:45  -  18:59,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
125,19:45  -  19:59,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
126,18:15  -  18:29,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
127,18:00  -  18:14,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
128,19:15  -  19:29,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
129,18:30  -  18:44,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
130,20:00  -  20:14,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
131,19:30  -  19:44,60534387,Copperbelt,Luanshya,Urban,Male,0,None,C1,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,No,45+,"18:00  -  18:14,18:15  -  18:29,18:30  -  18:44,18:45  -  18:59,19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14"
132,8:30  -  8:44,60543328,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"8:30  -  8:44,8:45  -  8:59"
133,8:45  -  8:59,60543328,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24,"8:30  -  8:44,8:45  -  8:59"
134,19:00  -  19:14,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
135,19:45  -  19:59,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
136,21:00  -  21:14,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
137,20:45  -  20:59,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
138,22:00  -  22:14,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
139,21:30  -  21:44,60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+,"19:00  -  19:14,19:15  -  19:29,19:30  -  19:44,19:45  -  19:59,20:00  -  20:14,20:15  -  20:29,20:30  -  20:44,20:45  -  20:59,21:00  -  21:14,21:15  -  21:29,21:30  -  21:44,21:45  -  21:59,22:00  -  22:14"
