SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range
60543321,Copperbelt,Kitwe,Urban,Male,2,One,C1,Primary school completed,Others,Unemployed [SEEKING A JOB],C1,"K 2,500   -  K 3,154",Yes,19 – 24
60543322,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some university,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60543325,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Others,Self employed,C1,K 850-K 1674,No,25 – 34
60543326,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,No Income,No,25 – 34
60543328,Eastern,Petauke,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,Under K 849,Yes,19 – 24
60549601,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Other Christian,Student,D,Under K 849,Yes,19 – 24
60549603,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,D,K 850-K 1674,Yes,25 – 34
60549604,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,Under K 849,Yes,25 – 34
60549712,Central,Kabwe,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",No,19 – 24
60549713,Central,Kabwe,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Self employed,C2,"K 4,628   -  K 5,364",Yes,35 – 44
60549714,Central,Kabwe,Urban,Male,1,None,C1,University completed,Muslim,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60549715,Central,Kabwe,Urban,Male,0,None,C1,Some university,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,19 – 24
60550261,Copperbelt,Kitwe,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60550361,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some high school,Other Christian,Student,AB,Under K 849,Yes,19 – 24
60550363,Lusaka,Lusaka district,Urban,Female,0,None,C1,Some high school,Roman Catholic,Student,C2,Under K 849,No,19 – 24
60550364,Lusaka,Lusaka district,Urban,Female,0,One,C1,University completed,Roman Catholic,Housewife,C1,K 850-K 1674,Yes,25 – 34
60550365,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some university,Other Christian,Student,C1,Under K 849,Yes,25 – 34
60550366,Lusaka,Lusaka district,Urban,Female,0,None,C1,University completed,Other Christian,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,35 – 44
60551800,Copperbelt,Mufulira,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],C2,"K 4,628   -  K 5,364",No,19 – 24
60552219,Copperbelt,Kitwe,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,25 – 34
60553776,Muchinga,Nakonde,Urban,Female,1,None,C1,Some university,Other Christian,Student,Do not know,Do not know,Yes,25 – 34
60553921,Southern,Mazabuka,Urban,Female,1,None,C1,Some high school,Seventh Day Adventists,Student,D,"K 1675- K2,499",Yes,19 – 24
60554971,Copperbelt,Chingola,Urban,Male,1,None,C1,Completed high School,Other Christian,Self employed,C1,"K 6,103   -  K 7,892",Yes,45+
60555311,Copperbelt,Kalulushi,Urban,Male,3,None,C1,Some university,Other Christian,Self employed,D,K 850-K 1674,Yes,19 – 24
60555767,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Orthodox,Working Part-Time,D,K 850-K 1674,No,25 – 34
60555770,Copperbelt,Kitwe,Urban,Female,3,One,C1,Completed high School,Orthodox,Housewife,C1,"K 26,320   -  K 29,689",Yes,25 – 34
60556428,Muchinga,Nakonde,Urban,Female,1,None,C1,Some primary school,Roman Catholic,Housewife,Do not know,No Income,Yes,19 – 24
60558612,Copperbelt,Kitwe,Urban,Female,2,One,C1,Completed high School,Roman Catholic,Working Part-Time,C1,"K 2,500   -  K 3,154",Yes,45+
60558640,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Others,Self employed,D,K 850-K 1674,Yes,25 – 34
60559081,Copperbelt,Chingola,Urban,Female,1,None,C1,Some high school,Roman Catholic,Student,C2,Under K 849,Yes,19 – 24
60559106,Southern,Mazabuka,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24
60559162,Copperbelt,Ndola,Urban,Female,1,None,C1,Some high school,Others,Self employed,D,Under K 849,Yes,19 – 24
60559883,Muchinga,Nakonde,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60559884,Muchinga,Nakonde,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Working Full-Time,Do not know,Do not know,Yes,45+
60560017,Copperbelt,Kitwe,Urban,Male,3,One,C1,Completed high School,Orthodox,Working Part-Time,C2,"K 21,371   -  K 26,319",Yes,25 – 34
60560018,Copperbelt,Kitwe,Urban,Female,3,None,C1,Completed high School,Orthodox,Working Part-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60560019,Copperbelt,Kitwe,Urban,Female,0,None,C1,Some university,Orthodox,Working Full-Time,C2,"K 21,371   -  K 26,319",Yes,15 – 18
60560264,Copperbelt,Luanshya,Urban,Male,1,One,C1,Some high school,Roman Catholic,Student,C1,"K 6,103   -  K 7,892",Yes,15 – 18
60560265,Copperbelt,Luanshya,Urban,Male,1,One,C1,University completed,Roman Catholic,Retired - voluntary scholarspensioners,C1,"K 11,262  -  K 14,631",Yes,45+
60560376,Copperbelt,Chilililabombwe,Urban,Female,2,None,C1,Completed high School,Others,Unemployed [NOT SEEKING A JOB],No Income,No Income,Yes,19 – 24
60560778,Copperbelt,Ndola,Urban,Female,2,None,C1,Some primary school,Other Christian,Self employed,D,Under K 849,No,45+
60560909,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Working Part-Time,D,Under K 849,Yes,19 – 24
60560910,Southern,Mazabuka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Part-Time,D,K 850-K 1674,Yes,19 – 24
60561765,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34
60562093,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Roman Catholic,Refused/ don’t know (DON’T READ),No Income,No Income,No,19 – 24
60562095,Lusaka,Kafue,Urban,Female,1,None,C1,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),No Income,No Income,No,15 – 18
60562096,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,15 – 18
60562097,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Seventh Day Adventists,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,15 – 18
60562098,Lusaka,Kafue,Urban,Female,1,None,C1,Some primary school,Roman Catholic,Refused/ don’t know (DON’T READ),No Income,No Income,No,35 – 44
60562099,Lusaka,Kafue,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60562101,Lusaka,Kafue,Urban,Male,1,One,C1,Completed high School,Seventh Day Adventists,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,19 – 24
60562229,Northern,Kasama,Urban,Male,1,One,C1,Any other post-high school qualification,Other Christian,Working Full-Time,C2,"K 3,891  -  K 4,627",Yes,35 – 44
60562800,Copperbelt,Kitwe,Urban,Female,3,One,C1,Completed high School,Roman Catholic,Student,C2,K 850-K 1674,Yes,45+
60563620,Central,Kapiri Mposhi,Urban,Female,1,None,C1,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 3,891  -  K 4,627",Yes,19 – 24
60563622,Central,Kapiri Mposhi,Urban,Male,1,None,C1,Completed high School,Other Christian,Self employed,C2,"K 3,155   -  K 3,890",Yes,19 – 24
60563626,Central,Kapiri Mposhi,Urban,Male,1,None,C1,Some university,Other Christian,Self employed,C2,"K 4,628   -  K 5,364",Yes,35 – 44
60563629,Central,Kapiri Mposhi,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60564342,Southern,Mazabuka,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60564876,North-Western,Solwezi,Urban,Male,1,None,C1,Any other post-high school qualification,Roman Catholic,Retired - voluntary scholarspensioners,C2,"K 3,891  -  K 4,627",Yes,45+
60564878,North-Western,Solwezi,Urban,Male,1,One,C1,University completed,Roman Catholic,Student,C1,"K 6,103   -  K 7,892",Yes,19 – 24
60564880,North-Western,Solwezi,Urban,Female,1,None,C1,Any other post-high school qualification,Roman Catholic,Retired - voluntary scholarspensioners,C2,"K 4,628   -  K 5,364",Yes,45+
60566478,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Seventh Day Adventists,Self employed,C1,"K 6,103   -  K 7,892",Yes,35 – 44
60566480,Lusaka,Lusaka district,Urban,Female,0,None,C1,Some high school,Other Christian,Student,C2,Under K 849,No,19 – 24
60567059,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,19 – 24
60567061,Lusaka,Lusaka district,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,Do not know,Do not know,Yes,25 – 34
60567062,Lusaka,Lusaka district,Urban,Male,1,None,C1,University completed,Other Christian,Self employed,Do not know,Do not know,Yes,25 – 34
60567063,Lusaka,Lusaka district,Urban,Female,0,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,19 – 24
60567064,Lusaka,Lusaka district,Urban,Male,1,None,C1,Primary school completed,Seventh Day Adventists,Self employed,Do not know,Do not know,Yes,35 – 44
60567071,Central,Mkushi,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Self employed,C2,"K 3,155   -  K 3,890",Yes,19 – 24
60567072,Central,Mkushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60567073,Central,Mkushi,Urban,Male,1,None,C1,Some high school,Anglican/Protestant,Self employed,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60567076,Central,Mkushi,Urban,Male,0,None,C1,Some high school,Other Christian,Student,C2,"K 3,891  -  K 4,627",Yes,19 – 24
60567079,Central,Mkushi,Urban,Female,0,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,19 – 24
60567080,Central,Mkushi,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Self employed,C1,"K 2,500   -  K 3,154",Yes,19 – 24
60567100,Central,Mkushi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Retired - voluntary scholarspensioners,C2,"K 1675- K2,499",Yes,45+
60567104,Central,Mkushi,Urban,Male,0,None,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],No Income,No Income,Yes,19 – 24
60567105,Central,Mkushi,Urban,Female,1,None,C1,Some university,Roman Catholic,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60567107,Central,Mkushi,Urban,Male,1,None,C1,Some high school,Roman Catholic,Self employed,C1,"K 3,891  -  K 4,627",Yes,25 – 34
60567437,Central,Chibombo,Urban,Female,1,One,C1,Completed high School,Anglican/Protestant,Self employed,C1,"K 1675- K2,499",Yes,25 – 34
60567439,Central,Chibombo,Urban,Male,0,One,C1,Some high school,Seventh Day Adventists,Student,C1,Under K 849,Yes,19 – 24
60567440,Central,Chibombo,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34
60567584,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34
60573808,Central,Kabwe,Urban,Male,1,None,C1,Some high school,Others,Working Full-Time,D,K 850-K 1674,No,35 – 44
60574148,Copperbelt,Kalulushi,Urban,Male,1,None,C1,Some university,Seventh Day Adventists,Self employed,AB,"K 21,371   -  K 26,319",Yes,45+
60574845,Copperbelt,Kalulushi,Urban,Female,1,None,C1,Some high school,Roman Catholic,Housewife,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60574952,Copperbelt,Kitwe,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,35 – 44
60576616,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Primary school completed,Other Christian,Housewife,Do not know,No Income,Yes,45+
60576747,Copperbelt,Kalulushi,Urban,Female,1,None,C1,Some high school,Seventh Day Adventists,Student,C2,"K 3,155   -  K 3,890",Yes,19 – 24
60578058,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Some university,Roman Catholic,Housewife,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60578378,Muchinga,Nakonde,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Under K 849,Yes,19 – 24
60578379,Muchinga,Nakonde,Urban,Male,1,None,C1,Some high school,Other Christian,Student,D,Under K 849,Yes,19 – 24
60578547,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Seventh Day Adventists,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,19 – 24
60579212,Copperbelt,Kalulushi,Urban,Female,1,None,C1,Completed high School,Other Christian,Housewife,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60580042,Copperbelt,Chilililabombwe,Urban,Female,1,None,C1,Completed high School,Other Christian,Housewife,Do not know,"K 1675- K2,499",Yes,25 – 34
60580247,Lusaka,Lusaka district,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34
60580371,Lusaka,Lusaka district,Urban,Male,1,None,C1,Completed high School,Others,Self employed,D,K 850-K 1674,Yes,45+
60580544,Copperbelt,Kalulushi,Urban,Female,1,None,C1,University completed,Roman Catholic,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,35 – 44
60580917,Copperbelt,Luanshya,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Self employed,C1,"K 6,103   -  K 7,892",Yes,35 – 44
60580918,Copperbelt,Luanshya,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,25 – 34
60580919,Copperbelt,Luanshya,Urban,Male,1,None,C1,Some high school,Roman Catholic,Self employed,D,K 850-K 1674,Yes,25 – 34
60581149,Copperbelt,Mufulira,Urban,Female,1,One,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,No,35 – 44
60581150,Copperbelt,Mufulira,Urban,Male,0,None,C1,Completed high School,Other Christian,Student,Do not know,No Income,Yes,19 – 24
60581151,Copperbelt,Mufulira,Urban,Male,0,None,C1,Completed high School,Orthodox,Working Part-Time,Do not know,"K 1675- K2,499",Yes,19 – 24
60581524,Copperbelt,Kitwe,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [NOT SEEKING A JOB],D,Under K 849,Yes,19 – 24
60582407,Southern,Mazabuka,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34
60582409,Southern,Mazabuka,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,19 – 24
60583044,Copperbelt,Kitwe,Urban,Male,3,One,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 17,500   - K  21,370",Yes,25 – 34
60583045,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some university,Roman Catholic,Housewife,C2,"K 6,103   -  K 7,892",Yes,35 – 44
60583046,Copperbelt,Kitwe,Urban,Female,3,One,C1,Some university,Roman Catholic,Working Part-Time,D,"K 14,632 -  K 17,499",Yes,19 – 24
60583048,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Seventh Day Adventists,Working Full-Time,C2,"K 5,365  -  K 6,102",Yes,25 – 34
60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34
60583050,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Seventh Day Adventists,Working Full-Time,C2,"K 14,632 -  K 17,499",Yes,35 – 44
60583051,Copperbelt,Kitwe,Urban,Female,3,One,C1,Completed high School,Roman Catholic,Working Full-Time,C1,"K 35,000    -  K 36,428",Yes,19 – 24
60583052,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some university,Seventh Day Adventists,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34
60583053,Copperbelt,Kitwe,Urban,Female,3,None,C1,Some university,Seventh Day Adventists,Working Full-Time,C2,"K 3,891  -  K 4,627",Yes,25 – 34
60583134,Copperbelt,Luanshya,Urban,Female,1,None,C1,Some university,Seventh Day Adventists,Student,C1,"K 6,103   -  K 7,892",Yes,19 – 24
60583200,Northern,Kasama,Urban,Male,1,None,C1,Any other post-high school qualification,Roman Catholic,Working Full-Time,Do not know,"K 3,891  -  K 4,627",Yes,25 – 34
60583202,Northern,Kasama,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,19 – 24
60583347,Lusaka,Kafue,Urban,Male,2,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45+
60583349,Lusaka,Kafue,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Refused/ don’t know (DON’T READ),No Income,No Income,No,19 – 24
60584014,Eastern,Petauke,Urban,Female,1,None,C1,University completed,Other Christian,Working Full-Time,AB,"K 21,371   -  K 26,319",Yes,25 – 34
60584110,Muchinga,Nakonde,Urban,Female,0,None,C1,Some primary school,Others,Working Full-Time,D,"K 1675- K2,499",Yes,45+
60584111,Muchinga,Nakonde,Urban,Female,1,None,C1,Primary school completed,Anglican/Protestant,Working Full-Time,C2,Under K 849,Yes,15 – 18
60584112,Muchinga,Nakonde,Urban,Female,1,None,C1,Primary school completed,Anglican/Protestant,Housewife,C2,No Income,Yes,35 – 44
60585280,North-Western,Solwezi,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,19 – 24
60585284,North-Western,Solwezi,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,19 – 24
60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60586416,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,35 – 44
60587835,Lusaka,Lusaka district,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,35 – 44
60588024,Central,Kapiri Mposhi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,C2,"K 2,500   -  K 3,154",No,35 – 44
60588025,Central,Kapiri Mposhi,Urban,Female,1,None,C1,Some high school,Other Christian,Unemployed [SEEKING A JOB],C2,No Income,Yes,25 – 34
60588026,Central,Kapiri Mposhi,Urban,Female,0,One,C1,Some high school,Other Christian,Student,C2,No Income,Yes,19 – 24
60588027,Central,Kapiri Mposhi,Urban,Male,0,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60588155,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60588156,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,35 – 44
60588159,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,Housewife,D,K 850-K 1674,Yes,19 – 24
60588160,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,K 850-K 1674,No,45+
60588161,Southern,Livingstone,Urban,Female,0,None,C1,University completed,Seventh Day Adventists,Self employed,D,"K 2,500   -  K 3,154",Yes,35 – 44
60588163,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Anglican/Protestant,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,35 – 44
60588169,Southern,Livingstone,Urban,Male,1,One,C1,Completed high School,Others,Student,C2,"K 3,891  -  K 4,627",Yes,25 – 34
60588790,Central,Chibombo,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,K 850-K 1674,Yes,19 – 24
60588792,Central,Chibombo,Rural,Female,1,None,C1,Any other post-high school qualification,Other Christian,Self employed,C2,K 850-K 1674,Yes,45+
60595424,Lusaka,Lusaka district,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,35 – 44
60595929,Central,Kabwe,Urban,Female,0,None,C1,Some primary school,Roman Catholic,Student,C2,"K 4,628   -  K 5,364",No,15 – 18
60595931,Central,Kabwe,Rural,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,C2,K 850-K 1674,Yes,19 – 24
60598577,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60598987,Copperbelt,Chilililabombwe,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,No Income,No Income,Yes,45+
60599271,Southern,Mazabuka,Urban,Male,1,None,C1,Some high school,Refused (DON’T READ),Working Full-Time,D,K 850-K 1674,Yes,25 – 34
60599272,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,19 – 24
60599944,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Others,Student,C2,Under K 849,Yes,19 – 24
60600028,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Part-Time,D,K 850-K 1674,Yes,45+
60600380,Copperbelt,Mufulira,Urban,Female,2,None,C1,Don’t know (DON’T READ),Anglican/Protestant,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,15 – 18
60600703,Copperbelt,Chilililabombwe,Urban,Female,2,One,C1,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,No Income,Yes,45+
60600876,Copperbelt,Kalulushi,Urban,Female,1,One,C1,Some high school,Roman Catholic,Student,C1,"K 7,893 -  K 11,261",Yes,15 – 18
60601247,Copperbelt,Kitwe,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,Yes,19 – 24
60601393,Northern,Kasama,Rural,Male,1,None,C1,Any other post-high school qualification,Anglican/Protestant,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,25 – 34
60601394,Northern,Kasama,Urban,Female,0,One,C1,Any other post-high school qualification,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,35 – 44
60601396,Northern,Kasama,Urban,Male,1,None,C1,Any other post-high school qualification,Other Christian,Working Part-Time,D,"K 1675- K2,499",Yes,25 – 34
60601397,Northern,Kasama,Urban,Female,1,One,C1,Any other post-high school qualification,Seventh Day Adventists,Student,Do not know,No Income,Yes,19 – 24
60601601,Lusaka,Lusaka district,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45+
60602111,Copperbelt,Kalulushi,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 1675- K2,499",Yes,25 – 34
60602198,Muchinga,Nakonde,Urban,Male,3,Two or More,C1,Completed high School,Anglican/Protestant,Retired - voluntary scholarspensioners,D,Under K 849,Yes,45+
60602219,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Student,D,Under K 849,Yes,19 – 24
60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34
60602800,Copperbelt,Kitwe,Urban,Female,2,One,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 5,365  -  K 6,102",Yes,35 – 44
60602801,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some high school,Seventh Day Adventists,Self employed,C2,"K 4,628   -  K 5,364",Yes,19 – 24
60602802,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 7,893 -  K 11,261",Yes,25 – 34
60602803,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,"K 6,103   -  K 7,892",Yes,25 – 34
60602804,Copperbelt,Kitwe,Urban,Female,3,None,C1,Some university,Seventh Day Adventists,Working Full-Time,D,"K 6,103   -  K 7,892",Yes,25 – 34
60602805,Copperbelt,Kitwe,Urban,Female,3,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 14,632 -  K 17,499",Yes,25 – 34
60603035,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Roman Catholic,Housewife,Do not know,Do not know,Yes,19 – 24
60603366,Copperbelt,Kalulushi,Urban,Female,2,One,C1,Completed high School,Other Christian,Self employed,D,"K 4,628   -  K 5,364",Yes,19 – 24
60603515,Copperbelt,Ndola,Urban,Female,2,None,C1,University completed,Other Christian,Housewife,C2,"K 3,155   -  K 3,890",Yes,35 – 44
60605819,Copperbelt,Kitwe,Urban,Male,2,None,C1,Some high school,Others,Retired - voluntary scholarspensioners,D,Under K 849,Yes,45+
60605947,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Student,D,"K 1675- K2,499",Yes,15 – 18
60606205,Copperbelt,Kitwe,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Self employed,D,K 850-K 1674,Yes,45+
60606891,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,19 – 24
60606894,Lusaka,Kafue,Urban,Male,1,One,C1,Some university,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,25 – 34
60606895,Lusaka,Kafue,Urban,Female,1,None,C1,Some high school,Roman Catholic,Self employed,D,Under K 849,No,25 – 34
60607295,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Student,C2,"K 3,891  -  K 4,627",Yes,19 – 24
60607296,Copperbelt,Luanshya,Urban,Male,1,None,C1,Completed high School,Seventh Day Adventists,Student,C2,"K 3,155   -  K 3,890",Yes,19 – 24
60607297,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,35 – 44
60607298,Copperbelt,Luanshya,Urban,Female,1,None,C1,Some high school,Roman Catholic,Self employed,C2,"K 3,891  -  K 4,627",Yes,45+
60607300,Copperbelt,Luanshya,Urban,Female,1,None,C1,Completed high School,Muslim,Self employed,C1,"K 5,365  -  K 6,102",Yes,19 – 24
60607363,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,25 – 34
60607364,Southern,Mazabuka,Urban,Male,0,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34
