SbjNum,TOM - Radio Spontaneous Awareness,Other Mentions - Radio Spontaneous Awareness,Radio Prompted Awareness,Ever Listened to Radio,Radio Listeners (Yesterday),Radio Listeners (P7D - Past 7 Days),Radio Listeners (P4W) - Past 4 Weeks,Radio Listeners (P12M) - Past 12 Months
60832107,"Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 2,", ,"Breeze,Feel Free,Parliament,Q FM,Radio 4,Radio Christian Voice,","Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4",Radio 1,"PASME,Petauke Explorers,Radio 1","PASME,Petauke Explorers,Radio 1","Maria,PASME,Petauke Explorers,Radio 1,Radio 2"
60832108,"Maria,PASME,Petauke Explorers,", ,"BBC,Breeze,Feel Free,Mphangwe,Parliament,Radio 1,Radio 2,Radio 4,","BBC,Breeze,Feel Free,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4","Petauke Explorers,Radio 1","PASME,Petauke Explorers,Radio 1","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1","BBC,Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4"
60832109,"Maria,Mphangwe,PASME,Petauke Explorers,", ,"BBC,Breeze,Chikaya,Feel Free,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,Valley,","Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4","Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 3","PASME,Petauke Explorers,Radio 1","Breeze,Maria,PASME,Petauke Explorers,Radio 1,Radio 1","Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4"
60832110,"PASME,Petauke Explorers,Radio 1,Radio 2,", ,"BBC,Breeze,Chikaya,Feel Free,Maria,Mphangwe,Parliament,Parliament,Radio 4,Radio Christian Voice,Valley,","BBC,Breeze,Chikaya,Feel Free,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4,Radio Christian Voice","Maria,Petauke Explorers,Radio 1","Maria,PASME,Petauke Explorers,Radio 1","Breeze,Maria,Mphangwe,PASME,Petauke Explorers,Radio 1,Radio 1","Breeze,Maria,Mphangwe,Parliament,PASME,Petauke Explorers,Radio 1,Radio 2,Radio 4"
60832260,"Radio Christian Voice,EvelynHone,Hot FM,Komboni,Millennium,Parliament,Power,Q FM,Radio 1,Radio 2,Radio 4,Rock FM,UNZA Radio,", ,"5FM,Joy,Phoenix,Roots,Yatsani, Yangeni FM,","EvelynHone,Hot FM,Komboni,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4",None,None,"Komboni,Radio 1","EvelynHone,Hot FM,Komboni,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4"
60832261,"Komboni,Radio 1,Radio 2,Rock FM,", ,"5FM,Radio Christian Voice,EvelynHone,Hot FM,Phoenix,Q FM,Radio 4,UNZA Radio,","Komboni,Radio 1,Radio 2,Rock FM,",None,None,Komboni,"Komboni,Radio 1,Radio 2,Rock FM"
60845424,"KNC,Maranatha,Power,Other Specify,",Cloud Fm,"Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}",KNC,"KNC,Power,{0}","Phoenix,Q FM,Radio 3","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}"
60845425,"KNC,Power,Other Specify,",Cloud Fm,"Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","KNC,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0},",Power,"KNC,Power,{0}","KNC,Phoenix,Power,Radio 4,{0}","KNC,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}"
60845426,"KNC,Maranatha,Power,Other Specify,",Cloud fm,"Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}",KNC,"KNC,Power,{0}","KNC,Power,{0}","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}"
60845427,"KNC,Power,", ,"Maranatha,Q FM,Radio 1,Radio 2,Radio 4,","KNC,Maranatha,Power,Q FM,Radio 1,Radio 2,Radio 4",KNC,KNC,"KNC,Maranatha,Power","KNC,Maranatha,Power,Q FM,Radio 1,Radio 2,Radio 4"
60845428,"KNC,Maranatha,Power,Other Specify,",Cloud Fm,"Phoenix,Q FM,","KNC,Maranatha,Phoenix,Power,Q FM,{0},","KNC,Power","KNC,Power","KNC,Power,{0}","KNC,Maranatha,Phoenix,Power,Q FM,{0}"
60845429,"KNC,Maranatha,Power,", ,"Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","KNC,Power,Radio 1,Radio 2,Radio 4",None,KNC,KNC,KNC
60845430,"KNC,Maranatha,Power,Other Specify,",Cloud Fm,"Phoenix,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,{0},",KNC,"Maranatha,Power,{0}","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,{0}","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,Radio Christian Voice,{0}"
60845432,"KNC,Maranatha,Power,Other Specify,",Cloud Fm,"Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}",KNC,"KNC,Power,{0}","KNC,Phoenix,Power,Q FM,{0}","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}"
60845433,"KNC,Maranatha,Power,", ,"Radio 1,Radio 2,Radio 4,","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4,",KNC,Radio 3,"KNC,Maranatha,Power","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4"
60845434,"Maranatha,Radio 4,", ,"KNC,Power,Radio 1,Radio 2,","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4,",Maranatha,"Maranatha,Radio 3","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4"
60845435,"KNC,Maranatha,Radio 1,", ,"Phoenix,Power,Q FM,Radio 2,Radio 4,","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4,","KNC,Maranatha","KNC,Maranatha,Radio 1","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4"
60845443,"KNC,Power,Other Specify,",Cloud Fm,"Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","KNC,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0},",KNC,KNC,"KNC,Power,{0}","KNC,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}"
60845444,"KNC,Maranatha,Power,Other Specify,",Cloud Fm,"Phoenix,Radio 1,Radio 2,Radio 4,","KNC,Maranatha,Phoenix,Power,Radio 1,Radio 2,Radio 4,{0},",Power,"Power,{0}","KNC,Maranatha,Power,{0}","KNC,Maranatha,Phoenix,Power,Radio 1,Radio 2,Radio 4,{0}"
60845445,"KNC,Maranatha,Power,Other Specify,",Cloud,"Radio 1,Radio 2,Radio 4,","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4,{0}",KNC,"KNC,Power","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4,{0}","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4,{0}"
60845446,"KNC,Maranatha,Power,Other Specify,",Cloud fm,"Phoenix,Q FM,Radio 1,Radio 2,Radio 4,","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}","KNC,{0}","KNC,Power,{0}","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}","KNC,Maranatha,Phoenix,Power,Q FM,Radio 1,Radio 2,Radio 4,{0}"
60845447,"KNC,Maranatha,Other Specify,",Cloud Fm,"Power,Radio 1,Radio 2,Radio 4,","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4,{0}","KNC,Radio 3","KNC,Maranatha,Power,Radio 3","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4,{0}","KNC,Maranatha,Power,Radio 1,Radio 2,Radio 4,{0}"
60845448,"KNC,Power,Other Specify,",Cloud Fm,"Radio 1,Radio 2,Radio 4,","KNC,Radio 1,Radio 2,Radio 4,{0}",None,None,"KNC,{0}","KNC,Radio 1,Radio 2,Radio 4,{0}"
60845875,"Beats,FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,", ,"BBC,","BBC,Beats,FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice,","FCC Solwezi,New Generation","FCC Solwezi,New Generation,Radio 1","Beats,FCC Solwezi,New Generation","Beats,FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 1,Radio 2,Radio Christian Voice"
60845876,"Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1,", ,"Radio 2,Radio 4,Radio Christian Voice,","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",Radio 1,"FCC Solwezi,Radio 1","FCC Solwezi,Radio 1","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
60845877,"Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,", ,"Parliament,Radio Christian Voice,","Beats,FCC Solwezi,Kabangabanga,New Generation,Parliament,Radio 1,Radio 2,Radio 4,Radio Christian Voice",None,"FCC Solwezi,Kabangabanga","FCC Solwezi,Kabangabanga,New Generation","FCC Solwezi,Kabangabanga"
60845878,"FCC Solwezi,Kabangabanga,New Generation,Radio Christian Voice,", ,"Beats,Radio 1,Radio 2,Radio 4,","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice,",Radio Christian Voice,"New Generation,Radio 1,Radio 2,Radio Christian Voice","FCC Solwezi,New Generation,Radio 1,Radio 2,Radio Christian Voice","Beats,FCC Solwezi,Kabangabanga,New Generation,Radio 1,Radio 2,Radio 4,Radio Christian Voice"
