SbjNum,Province,Districts,AREA TYPE,Gender,Number of Radio Sets,Number of Cars,LSM GROUP,Educational Qualification,Religion,Work Status,Social Class,Gross Monthly Income,Clothing P6M,Age Range
60578058,Copperbelt,Kalulushi,Urban,Female,2,None,C1,Some university,Roman Catholic,Housewife,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60578278,Copperbelt,Chilililabombwe,Urban,Male,2,Two or More,AB,Some university,Other Christian,Student,No Income,No Income,Yes,18 – 24
60578378,Muchinga,Nakonde,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Unemployed [NOT SEEKING A JOB],Do not know,Under K 849,Yes,18 – 24
60578379,Muchinga,Nakonde,Urban,Male,1,None,C1,Some high school,Other Christian,Student,D,Under K 849,Yes,18 – 24
60578380,Muchinga,Nakonde,Urban,Female,1,One,C2,Some primary school,Anglican/Protestant,Working Full-Time,C2,Under K 849,Yes,35 – 44
60578498,Copperbelt,Chingola,Rural,Female,1,None,C2,Some high school,Anglican/Protestant,Working Full-Time,Do not know,Under K 849,No,25 – 34
60578499,Copperbelt,Chingola,Rural,Male,1,None,C2,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,Under K 849,Yes,18 – 24
60578500,Copperbelt,Chingola,Rural,Female,1,None,C2,Primary school completed,Roman Catholic,Working Full-Time,Do not know,Under K 849,Yes,25 – 34
60578547,Copperbelt,Ndola,Urban,Male,1,None,C1,Some university,Seventh Day Adventists,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,18 – 24
60578701,Lusaka,Lusaka,Urban,Male,0,Two or More,AB,Completed high School,Other Christian,Student,C1,"K 11,262  -  K 14,631",Yes,18 – 24
60578819,Copperbelt,Chilililabombwe,Urban,Male,2,One,AB,Completed high School,Other Christian,Self employed,AB,"K 26,320   -  K 29,689",Yes,25 – 34
60579212,Copperbelt,Kalulushi,Urban,Female,1,None,C1,Completed high School,Other Christian,Housewife,C2,"K 2,500   -  K 3,154",Yes,25 – 34
60580042,Copperbelt,Chilililabombwe,Urban,Female,1,None,C1,Completed high School,Other Christian,Housewife,Do not know,"K 1675- K2,499",Yes,25 – 34
60580247,Lusaka,Lusaka,Urban,Female,1,None,C1,Completed high School,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34
60580371,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Others,Self employed,D,K 850-K 1674,Yes,45 - 60
60580544,Copperbelt,Kalulushi,Urban,Female,1,None,C1,University completed,Roman Catholic,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,35 – 44
60580917,Copperbelt,Luanshya,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Self employed,C1,"K 6,103   -  K 7,892",Yes,35 – 44
60580918,Copperbelt,Luanshya,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,25 – 34
60580919,Copperbelt,Luanshya,Urban,Male,1,None,C1,Some high school,Roman Catholic,Self employed,D,K 850-K 1674,Yes,25 – 34
60580920,Copperbelt,Luanshya,Urban,Male,1,None,AB,Some university,Seventh Day Adventists,Working Full-Time,C1,"K 4,628   -  K 5,364",Yes,35 – 44
60581019,Copperbelt,Ndola,Urban,Female,2,None,AB,Completed high School,Others,Self employed,C2,"K 3,155   -  K 3,890",Yes,18 – 24
60581148,Copperbelt,Mufulira,Urban,Male,2,None,AB,Any other post-high school qualification,Other Christian,Working Full-Time,Do not know,Do not know,Yes,18 – 24
60581149,Copperbelt,Mufulira,Urban,Female,1,One,C1,Some high school,Anglican/Protestant,Student,Do not know,No Income,No,35 – 44
60581150,Copperbelt,Mufulira,Urban,Male,0,None,C1,Completed high School,Other Christian,Student,Do not know,No Income,Yes,18 – 24
60581151,Copperbelt,Mufulira,Urban,Male,0,None,C1,Completed high School,Orthodox,Working Part-Time,Do not know,"K 1675- K2,499",Yes,18 – 24
60581524,Copperbelt,Kitwe,Urban,Male,1,None,C1,Completed high School,Other Christian,Unemployed [NOT SEEKING A JOB],D,Under K 849,Yes,18 – 24
60582292,Copperbelt,Chingola,Rural,Female,1,None,D,Some primary school,Other Christian,Housewife,D,Under K 849,Yes,18 – 24
60582293,Copperbelt,Chingola,Rural,Female,0,None,D,No formal education,Other Christian,Unemployed [SEEKING A JOB],Do not know,Under K 849,No,15 – 17
60582294,Copperbelt,Chingola,Rural,Male,1,None,C2,No formal education,Other Christian,Self employed,D,Under K 849,Yes,25 – 34
60582407,Southern,Mazabuka,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,K 850-K 1674,Yes,25 – 34
60582408,Southern,Mazabuka,Urban,Male,0,None,C2,Some primary school,Seventh Day Adventists,Self employed,D,Under K 849,Yes,35 – 44
60582409,Southern,Mazabuka,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,Under K 849,Yes,18 – 24
60582410,Southern,Mazabuka,Urban,Male,0,None,C2,Some high school,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34
60582411,Southern,Mazabuka,Urban,Male,1,None,C2,Completed high School,Anglican/Protestant,Working Part-Time,D,K 850-K 1674,Yes,25 – 34
60582629,Copperbelt,Mufulira,Urban,Male,2,Two or More,AB,Completed high School,Anglican/Protestant,Self employed,Do not know,Do not know,Yes,35 – 44
60583044,Copperbelt,Kitwe,Urban,Male,3,One,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 17,500   - K  21,370",Yes,25 – 34
60583045,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some university,Roman Catholic,Housewife,C2,"K 6,103   -  K 7,892",Yes,35 – 44
60583046,Copperbelt,Kitwe,Urban,Female,3,One,C1,Some university,Roman Catholic,Working Part-Time,D,"K 14,632 -  K 17,499",Yes,18 – 24
60583047,Copperbelt,Kitwe,Urban,Male,3,None,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 35,000    -  K 36,428",Yes,25 – 34
60583048,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Seventh Day Adventists,Working Full-Time,C2,"K 5,365  -  K 6,102",Yes,25 – 34
60583049,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34
60583050,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Seventh Day Adventists,Working Full-Time,C2,"K 14,632 -  K 17,499",Yes,35 – 44
60583051,Copperbelt,Kitwe,Urban,Female,3,One,C1,Completed high School,Roman Catholic,Working Full-Time,C1,"K 35,000    -  K 36,428",Yes,18 – 24
60583052,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some university,Seventh Day Adventists,Working Full-Time,C2,"K 7,893 -  K 11,261",Yes,25 – 34
60583053,Copperbelt,Kitwe,Urban,Female,3,None,C1,Some university,Seventh Day Adventists,Working Full-Time,C2,"K 3,891  -  K 4,627",Yes,25 – 34
60583123,Copperbelt,Kitwe,Urban,Male,1,None,C2,Completed high School,Seventh Day Adventists,Working Full-Time,D,K 850-K 1674,Yes,45 - 60
60583133,Copperbelt,Luanshya,Urban,Female,0,None,C2,Some high school,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,25 – 34
60583134,Copperbelt,Luanshya,Urban,Female,1,None,C1,Some university,Seventh Day Adventists,Student,C1,"K 6,103   -  K 7,892",Yes,18 – 24
60583198,Northern,Kasama,Urban,Female,1,One,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,18 – 24
60583199,Northern,Kasama,Urban,Female,0,None,C2,Some university,Anglican/Protestant,Working Full-Time,Do not know,Do not know,Yes,25 – 34
60583200,Northern,Kasama,Urban,Male,1,None,C1,Any other post-high school qualification,Roman Catholic,Working Full-Time,Do not know,"K 3,891  -  K 4,627",Yes,25 – 34
60583201,Northern,Kasama,Urban,Female,1,None,C2,Completed high School,Other Christian,Working Full-Time,Do not know,Under K 849,Yes,25 – 34
60583202,Northern,Kasama,Urban,Male,1,One,C1,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,18 – 24
60583203,Northern,Kasama,Rural,Male,1,None,D,Primary school completed,Anglican/Protestant,Unemployed [SEEKING A JOB],D,Under K 849,Yes,35 – 44
60583347,Lusaka,Kafue,Urban,Male,2,None,C1,Completed high School,Other Christian,Retired - voluntary scholarspensioners,No Income,No Income,Yes,45 - 60
60583348,Lusaka,Kafue,Urban,Female,0,None,AB,Some university,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34
60583349,Lusaka,Kafue,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Refused/ don’t know (DON’T READ),No Income,No Income,No,18 – 24
60583350,Lusaka,Kafue,Urban,Male,1,None,C2,Some high school,Other Christian,Working Full-Time,D,Under K 849,Yes,35 – 44
60583351,Lusaka,Kafue,Urban,Male,1,None,AB,Completed high School,Other Christian,Unemployed [SEEKING A JOB],C2,"K 2,500   -  K 3,154",Yes,25 – 34
60583352,Lusaka,Kafue,Urban,Male,1,None,AB,University completed,Other Christian,Working Full-Time,C2,"K 3,891  -  K 4,627",Yes,35 – 44
60583353,Lusaka,Kafue,Urban,Male,1,One,AB,Completed high School,Other Christian,Working Full-Time,C1,"K 3,891  -  K 4,627",Yes,35 – 44
60584014,Eastern,Petauke,Urban,Female,1,None,C1,University completed,Other Christian,Working Full-Time,AB,"K 21,371   -  K 26,319",Yes,25 – 34
60584015,Eastern,Petauke,Urban,Female,1,None,D,No formal education,Others,Housewife,D,K 850-K 1674,No,18 – 24
60584110,Muchinga,Nakonde,Urban,Female,0,None,C1,Some primary school,Others,Working Full-Time,D,"K 1675- K2,499",Yes,45 - 60
60584111,Muchinga,Nakonde,Urban,Female,1,None,C1,Primary school completed,Anglican/Protestant,Working Full-Time,C2,Under K 849,Yes,15 – 17
60584112,Muchinga,Nakonde,Urban,Female,1,None,C1,Primary school completed,Anglican/Protestant,Housewife,C2,No Income,Yes,35 – 44
60585280,North-Western,Solwezi,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,18 – 24
60585281,North-Western,Solwezi,Urban,Male,0,None,C2,Completed high School,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,35 – 44
60585282,North-Western,Solwezi,Urban,Male,1,One,AB,University completed,Other Christian,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,25 – 34
60585283,North-Western,Solwezi,Urban,Female,1,None,AB,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,18 – 24
60585284,North-Western,Solwezi,Urban,Female,1,None,C1,Completed high School,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,18 – 24
60585285,North-Western,Solwezi,Urban,Male,1,None,C2,Some high school,Other Christian,Working Full-Time,D,K 850-K 1674,Yes,25 – 34
60585286,North-Western,Solwezi,Urban,Male,1,None,AB,Any other post-high school qualification,Other Christian,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60585748,Lusaka,Lusaka,Urban,Male,1,One,AB,Completed high School,Roman Catholic,Self employed,D,"K 1675- K2,499",Yes,35 – 44
60585802,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Housewife,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60586416,Eastern,Chipata,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,35 – 44
60587835,Lusaka,Lusaka,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,Do not know,Do not know,Yes,35 – 44
60587836,Lusaka,Lusaka,Urban,Male,1,None,C2,University completed,Anglican/Protestant,Working Full-Time,Do not know,Do not know,Yes,18 – 24
60587930,Copperbelt,Kitwe,Urban,Female,2,One,AB,Completed high School,Roman Catholic,Self employed,C1,"K 3,155   -  K 3,890",Yes,35 – 44
60588021,Central,Kapiri Mposhi,Urban,Female,1,None,C2,Some high school,Roman Catholic,Self employed,C2,"K 3,155   -  K 3,890",Yes,35 – 44
60588022,Central,Kapiri Mposhi,Urban,Female,0,None,C2,Primary school completed,Anglican/Protestant,Self employed,C2,"K 3,155   -  K 3,890",Yes,18 – 24
60588023,Central,Kapiri Mposhi,Urban,Female,2,None,C2,Some high school,Other Christian,Self employed,C2,"K 3,155   -  K 3,890",Yes,45 - 60
60588024,Central,Kapiri Mposhi,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Working Full-Time,C2,"K 2,500   -  K 3,154",No,35 – 44
60588025,Central,Kapiri Mposhi,Urban,Female,1,None,C1,Some high school,Other Christian,Unemployed [SEEKING A JOB],C2,No Income,Yes,25 – 34
60588026,Central,Kapiri Mposhi,Urban,Female,0,One,C1,Some high school,Other Christian,Student,C2,No Income,Yes,18 – 24
60588027,Central,Kapiri Mposhi,Urban,Male,0,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60588153,Southern,Livingstone,Urban,Male,1,None,AB,Some university,Roman Catholic,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,18 – 24
60588154,Southern,Livingstone,Urban,Male,0,None,C2,Some university,Seventh Day Adventists,Working Part-Time,D,"K 2,500   -  K 3,154",Yes,45 - 60
60588155,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,D,"K 1675- K2,499",Yes,25 – 34
60588156,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Other Christian,Working Full-Time,C2,"K 2,500   -  K 3,154",Yes,35 – 44
60588157,Southern,Livingstone,Urban,Male,0,None,AB,Some high school,Seventh Day Adventists,Student,C2,Under K 849,Yes,18 – 24
60588158,Southern,Livingstone,Urban,Male,0,None,AB,University completed,Roman Catholic,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,35 – 44
60588159,Southern,Livingstone,Urban,Female,0,None,C1,Primary school completed,Other Christian,Housewife,D,K 850-K 1674,Yes,18 – 24
60588160,Southern,Livingstone,Urban,Female,0,None,C1,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,K 850-K 1674,No,45 - 60
60588161,Southern,Livingstone,Urban,Female,0,None,C1,University completed,Seventh Day Adventists,Self employed,D,"K 2,500   -  K 3,154",Yes,35 – 44
60588162,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Other Christian,Working Part-Time,D,Under K 849,No,18 – 24
60588163,Southern,Livingstone,Urban,Male,0,None,C1,Some university,Anglican/Protestant,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,35 – 44
60588167,Southern,Livingstone,Urban,Male,0,One,AB,University completed,Roman Catholic,Working Full-Time,C1,"K 7,893 -  K 11,261",Yes,35 – 44
60588168,Southern,Livingstone,Urban,Female,1,Two or More,AB,Some university,Seventh Day Adventists,Unemployed [SEEKING A JOB],C1,K 850-K 1674,Yes,18 – 24
60588169,Southern,Livingstone,Urban,Male,1,One,C1,Completed high School,Others,Student,C2,"K 3,891  -  K 4,627",Yes,25 – 34
60588170,Southern,Livingstone,Urban,Male,0,None,D,Some high school,Others,Working Part-Time,D,Under K 849,Yes,25 – 34
60588790,Central,Chibombo,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Working Part-Time,C2,K 850-K 1674,Yes,18 – 24
60588791,Central,Chibombo,Rural,Female,1,None,C2,No formal education,Seventh Day Adventists,Housewife,D,Under K 849,Yes,35 – 44
60588792,Central,Chibombo,Rural,Female,1,None,C1,Any other post-high school qualification,Other Christian,Self employed,C2,K 850-K 1674,Yes,45 - 60
60588793,Central,Chibombo,Rural,Male,0,None,D,Some high school,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,Under K 849,Yes,18 – 24
60588794,Central,Chibombo,Rural,Male,0,None,D,Some high school,Roman Catholic,Student,D,Under K 849,No,18 – 24
60588795,Central,Chibombo,Rural,Female,2,None,C2,Primary school completed,Other Christian,Unemployed [NOT SEEKING A JOB],D,Under K 849,Yes,18 – 24
60588796,Central,Chibombo,Rural,Male,1,None,C2,Some high school,Other Christian,Self employed,D,"K 1675- K2,499",Yes,45 - 60
60588797,Central,Chibombo,Rural,Female,1,None,C2,Some primary school,Others,Housewife,D,Under K 849,Yes,45 - 60
60595421,Lusaka,Lusaka,Urban,Male,1,None,AB,Some university,Anglican/Protestant,Self employed,D,K 850-K 1674,Yes,25 – 34
60595422,Lusaka,Lusaka,Urban,Male,1,None,C2,Some primary school,Roman Catholic,Unemployed [NOT SEEKING A JOB],D,Under K 849,Yes,25 – 34
60595423,Lusaka,Lusaka,Urban,Male,1,None,C2,Completed high School,Other Christian,Self employed,D,K 850-K 1674,Yes,25 – 34
60595424,Lusaka,Lusaka,Urban,Male,1,None,C1,Some university,Anglican/Protestant,Student,D,"K 1675- K2,499",Yes,35 – 44
60595425,Lusaka,Lusaka,Urban,Male,1,None,AB,Some university,Roman Catholic,Unemployed [NOT SEEKING A JOB],C2,"K 1675- K2,499",Yes,25 – 34
60595426,Lusaka,Lusaka,Urban,Male,1,One,AB,Completed high School,Roman Catholic,Unemployed [NOT SEEKING A JOB],C2,"K 3,155   -  K 3,890",Yes,25 – 34
60595927,Central,Kabwe,Rural,Female,0,None,D,No formal education,Anglican/Protestant,Working Full-Time,D,Under K 849,No,35 – 44
60595928,Central,Kabwe,Urban,Female,0,One,AB,University completed,Other Christian,Working Full-Time,C1,"K 5,365  -  K 6,102",Yes,35 – 44
60595929,Central,Kabwe,Urban,Female,0,None,C1,Some primary school,Roman Catholic,Student,C2,"K 4,628   -  K 5,364",No,15 – 17
60595930,Central,Kabwe,Urban,Male,1,Two or More,AB,University completed,Roman Catholic,Working Full-Time,C1,"K 6,103   -  K 7,892",Yes,45 - 60
60595931,Central,Kabwe,Rural,Male,1,None,C1,Completed high School,Anglican/Protestant,Working Full-Time,C2,K 850-K 1674,Yes,18 – 24
60596170,Southern,Mazabuka,Urban,Male,0,None,C2,Some high school,Other Christian,Working Part-Time,D,Under K 849,Yes,18 – 24
60596171,Southern,Mazabuka,Urban,Male,1,One,AB,Completed high School,Roman Catholic,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,45 - 60
60596986,Copperbelt,Kitwe,Urban,Male,2,None,AB,Completed high School,Roman Catholic,Working Full-Time,D,K 850-K 1674,Yes,18 – 24
60597315,Copperbelt,Kalulushi,Urban,Female,1,None,C2,Completed high School,Anglican/Protestant,Refused/ don’t know (DON’T READ),D,K 850-K 1674,Yes,18 – 24
60597711,Muchinga,Nakonde,Urban,Male,3,None,C2,Some high school,Anglican/Protestant,Unemployed [SEEKING A JOB],D,Under K 849,Yes,45 - 60
60597809,Copperbelt,Chilililabombwe,Urban,Female,2,Two or More,AB,University completed,Other Christian,Housewife,AB,"K 14,632 -  K 17,499",Yes,35 – 44
60598338,Copperbelt,Kalulushi,Urban,Male,1,One,AB,University completed,Other Christian,Working Full-Time,C2,"K 6,103   -  K 7,892",Yes,25 – 34
60598428,Copperbelt,Kitwe,Urban,Female,1,Two or More,AB,Completed high School,Seventh Day Adventists,Self employed,C1,"K 14,632 -  K 17,499",Yes,18 – 24
60598577,Eastern,Chipata,Urban,Female,1,None,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 4,628   -  K 5,364",Yes,25 – 34
60598761,Copperbelt,Mufulira,Urban,Male,1,None,C2,Some high school,Seventh Day Adventists,Student,Do not know,No Income,Yes,15 – 17
60598987,Copperbelt,Chilililabombwe,Urban,Male,1,None,C1,Completed high School,Other Christian,Working Full-Time,No Income,No Income,Yes,45 - 60
60599173,Muchinga,Nakonde,Urban,Female,2,None,C2,Primary school completed,Others,Housewife,Do not know,"K 3,155   -  K 3,890",Yes,18 – 24
60599271,Southern,Mazabuka,Urban,Male,1,None,C1,Some high school,Refused (DON’T READ),Working Full-Time,D,K 850-K 1674,Yes,25 – 34
60599272,Southern,Mazabuka,Urban,Female,1,None,C1,Completed high School,Seventh Day Adventists,Working Part-Time,D,Under K 849,Yes,18 – 24
60599944,Copperbelt,Kitwe,Urban,Male,2,None,C1,Completed high School,Others,Student,C2,Under K 849,Yes,18 – 24
60600028,Lusaka,Lusaka,Urban,Female,1,None,C1,Some high school,Anglican/Protestant,Working Part-Time,D,K 850-K 1674,Yes,45 - 60
60600214,Copperbelt,Kalulushi,Urban,Female,0,None,C2,Don’t know (DON’T READ),Other Christian,Self employed,D,"K 1675- K2,499",Yes,25 – 34
60600380,Copperbelt,Mufulira,Urban,Female,2,None,C1,Don’t know (DON’T READ),Anglican/Protestant,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,15 – 17
60600483,Eastern,Chipata,Urban,Male,1,One,AB,University completed,Other Christian,Working Full-Time,C1,"K 11,262  -  K 14,631",Yes,25 – 34
60600600,Copperbelt,Ndola,Urban,Female,1,None,C2,Primary school completed,Other Christian,Self employed,D,Under K 849,No,25 – 34
60600703,Copperbelt,Chilililabombwe,Urban,Female,2,One,C1,Completed high School,Other Christian,Refused/ don’t know (DON’T READ),Do not know,No Income,Yes,45 - 60
60600876,Copperbelt,Kalulushi,Urban,Female,1,One,C1,Some high school,Roman Catholic,Student,C1,"K 7,893 -  K 11,261",Yes,15 – 17
60600992,Copperbelt,Kitwe,Urban,Female,1,None,C2,Primary school completed,Roman Catholic,Student,D,Under K 849,Yes,18 – 24
60601247,Copperbelt,Kitwe,Urban,Male,1,None,C1,Completed high School,Anglican/Protestant,Unemployed [NOT SEEKING A JOB],D,K 850-K 1674,Yes,18 – 24
60601393,Northern,Kasama,Rural,Male,1,None,C1,Any other post-high school qualification,Anglican/Protestant,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,25 – 34
60601394,Northern,Kasama,Urban,Female,0,One,C1,Any other post-high school qualification,Other Christian,Working Full-Time,C2,"K 3,155   -  K 3,890",Yes,35 – 44
60601395,Northern,Kasama,Urban,Male,1,None,AB,Some university,Other Christian,Working Full-Time,Do not know,"K 3,155   -  K 3,890",Yes,25 – 34
60601396,Northern,Kasama,Urban,Male,1,None,C1,Any other post-high school qualification,Other Christian,Working Part-Time,D,"K 1675- K2,499",Yes,25 – 34
60601397,Northern,Kasama,Urban,Female,1,One,C1,Any other post-high school qualification,Seventh Day Adventists,Student,Do not know,No Income,Yes,18 – 24
60601398,Northern,Kasama,Rural,Female,0,None,C2,Some high school,Anglican/Protestant,Student,Do not know,No Income,Yes,18 – 24
60601399,Northern,Kasama,Urban,Male,1,None,C2,Completed high School,Roman Catholic,Unemployed [SEEKING A JOB],Do not know,No Income,Yes,18 – 24
60601601,Lusaka,Lusaka,Urban,Female,1,None,C1,Some primary school,Others,Self employed,D,K 850-K 1674,Yes,45 - 60
60601635,Copperbelt,Mufulira,Urban,Female,1,One,C2,Don’t know (DON’T READ),Seventh Day Adventists,Unemployed [NOT SEEKING A JOB],Do not know,No Income,No,15 – 17
60601686,Copperbelt,Chingola,Rural,Female,1,None,C2,Primary school completed,Other Christian,Housewife,D,Under K 849,Yes,25 – 34
60601687,Copperbelt,Chingola,Rural,Female,1,None,D,Some primary school,Other Christian,Self employed,D,Under K 849,No,45 - 60
60601857,Copperbelt,Kitwe,Urban,Male,1,None,AB,Some university,Roman Catholic,Student,C1,"K 11,262  -  K 14,631",Yes,18 – 24
60602111,Copperbelt,Kalulushi,Urban,Female,1,None,C1,Completed high School,Roman Catholic,Student,D,"K 1675- K2,499",Yes,25 – 34
60602198,Muchinga,Nakonde,Urban,Male,3,Two or More,C1,Completed high School,Anglican/Protestant,Retired - voluntary scholarspensioners,D,Under K 849,Yes,45 - 60
60602199,Muchinga,Nakonde,Urban,Female,0,None,C2,Completed high School,Seventh Day Adventists,Unemployed [SEEKING A JOB],D,Under K 849,Yes,18 – 24
60602219,Copperbelt,Kitwe,Urban,Male,3,None,C1,Some high school,Roman Catholic,Student,D,Under K 849,Yes,18 – 24
60602793,Copperbelt,Chingola,Rural,Female,2,None,C2,Some high school,Other Christian,Student,Do not know,Under K 849,Yes,15 – 17
60602799,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 4,628   -  K 5,364",Yes,25 – 34
60602800,Copperbelt,Kitwe,Urban,Female,2,One,C1,Some high school,Roman Catholic,Working Full-Time,C2,"K 5,365  -  K 6,102",Yes,35 – 44
60602801,Copperbelt,Kitwe,Urban,Female,2,None,C1,Some high school,Seventh Day Adventists,Self employed,C2,"K 4,628   -  K 5,364",Yes,18 – 24
60602802,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Orthodox,Working Full-Time,D,"K 7,893 -  K 11,261",Yes,25 – 34
60602803,Copperbelt,Kitwe,Urban,Male,3,None,C1,Completed high School,Roman Catholic,Working Full-Time,D,"K 6,103   -  K 7,892",Yes,25 – 34
60602804,Copperbelt,Kitwe,Urban,Female,3,None,C1,Some university,Seventh Day Adventists,Working Full-Time,D,"K 6,103   -  K 7,892",Yes,25 – 34
60602805,Copperbelt,Kitwe,Urban,Female,3,None,C1,Completed high School,Other Christian,Working Full-Time,C2,"K 14,632 -  K 17,499",Yes,25 – 34
60603035,Copperbelt,Chilililabombwe,Urban,Female,1,One,C1,Completed high School,Roman Catholic,Housewife,Do not know,Do not know,Yes,18 – 24
60603366,Copperbelt,Kalulushi,Urban,Female,2,One,C1,Completed high School,Other Christian,Self employed,D,"K 4,628   -  K 5,364",Yes,18 – 24
60603515,Copperbelt,Ndola,Urban,Female,2,None,C1,University completed,Other Christian,Housewife,C2,"K 3,155   -  K 3,890",Yes,35 – 44
60603893,Copperbelt,Chilililabombwe,Urban,Male,1,One,AB,Some university,Other Christian,Working Full-Time,No Income,No Income,Yes,45 - 60
60604174,Copperbelt,Mufulira,Urban,Female,1,None,AB,Any other post-high school qualification,Anglican/Protestant,Working Full-Time,Do not know,Do not know,Yes,18 – 24
60605690,Copperbelt,Chingola,Rural,Female,0,None,D,Primary school completed,Other Christian,Self employed,C2,"K 2,500   -  K 3,154",No,45 - 60
60605691,Copperbelt,Chingola,Rural,Male,0,None,C2,Completed high School,Other Christian,Unemployed [SEEKING A JOB],Do not know,K 850-K 1674,Yes,18 – 24
60605819,Copperbelt,Kitwe,Urban,Male,2,None,C1,Some high school,Others,Retired - voluntary scholarspensioners,D,Under K 849,Yes,45 - 60
60605947,Copperbelt,Ndola,Urban,Female,1,None,C1,Primary school completed,Roman Catholic,Student,D,"K 1675- K2,499",Yes,15 – 17
60606204,Copperbelt,Kitwe,Urban,Male,1,None,AB,Completed high School,Other Christian,Student,Do not know,Under K 849,Yes,18 – 24
60606205,Copperbelt,Kitwe,Urban,Male,1,None,C1,Completed high School,Roman Catholic,Self employed,D,K 850-K 1674,Yes,45 - 60
60606294,Copperbelt,Mufulira,Urban,Male,0,None,AB,Any other post-high school qualification,Roman Catholic,Working Part-Time,Do not know,Do not know,Yes,25 – 34
60606891,Lusaka,Kafue,Urban,Male,1,None,C1,Some high school,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,18 – 24
60606892,Lusaka,Kafue,Urban,Female,1,None,AB,Some high school,Seventh Day Adventists,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34
60606893,Lusaka,Kafue,Urban,Male,0,None,AB,Completed high School,Other Christian,Self employed,C2,"K 6,103   -  K 7,892",Yes,45 - 60
60606894,Lusaka,Kafue,Urban,Male,1,One,C1,Some university,Other Christian,Refused/ don’t know (DON’T READ),No Income,No Income,Yes,25 – 34
60606895,Lusaka,Kafue,Urban,Female,1,None,C1,Some high school,Roman Catholic,Self employed,D,Under K 849,No,25 – 34
60606896,Lusaka,Kafue,Urban,Male,1,None,AB,University completed,Other Christian,Unemployed [SEEKING A JOB],No Income,No Income,Yes,25 – 34
60607037,Copperbelt,Chingola,Rural,Female,0,None,D,Some primary school,Roman Catholic,Housewife,D,Under K 849,No,18 – 24
